tweet,date,query,replies,reposts,likes,bookmarks,views
really think about this. what stays in the news is a function of its novelty. gun violence in the us is no longer considered novel by the news media in america. its normal now.,2022-05-21 21:56:31,gun violence,0,0,0,0,0
want to really reduce gun violence? start using existing gun laws to put criminals in jail where they belong? do democrat voters really want politicians to put them back on the street? #hochulisajoke #hochulmustgo #stopvotingdemocrat #democratsaredestroyingnys #hochullovescrime,2022-05-21 21:56:23,gun violence,0,0,0,0,0
@fred_guttenberg do you know what the ratio of death from gun violence vs. abortion has been over the years? this could make a compelling argument if the numbers pan out.,2022-05-21 21:55:03,gun violence,1,1,5,0,0
liberals always want to ban guns because they dont want to address the socioeconomic inequalities that cause gun violence.,2022-05-21 21:53:53,gun violence,0,0,0,0,0
wonderful organization doing their part to help survivors of gun violence. survivors empowered,2022-05-21 21:53:50,gun violence,0,0,0,0,0
"black men are sentenced 50 percent higher than white males for same, or smaller offenses. prison systems are the catalysts to social problems. guidance and mentorship are solutions proportional to our goal to terminate gun violence. lets linkup.",2022-05-21 21:51:40,gun violence,0,0,0,0,0
survivors of gun violence will not be silenced | reader commentary baltimore sun,2022-05-21 21:50:24,gun violence,0,0,0,0,0
"what are we going to do about gun violence?? nine shot, one killed outside party in san bernardino county, police say",2022-05-21 21:49:56,gun violence,4,1,5,0,0
"im quite certain i havent. if you have provided actual evidence supporting your claim bans reduce the incidence of gun violence, just post it. otherwise i know my suspicions are true, that you never have.",2022-05-21 21:42:12,gun violence,0,0,0,0,0
"one week ago, ten of our neighbors were taken from us by an act of domestic terrorism carried out by a white supremacist. we came together to grieve and support one another and we took action to protect our communities, prevent gun violence, and combat hate. #buffalostrong",2022-05-21 21:41:42,gun violence,61,25,87,1,0
im sorry to everyone who has lost somebody they love to senseless gun violence. im embarrassed for our country that we refuse to do anything.,2022-05-21 21:40:15,gun violence,0,0,3,0,0
lets hope this isnt like your thoughts and prayers for victims of gun violence. we all know that is the only halfhearted action you make in response to tragedy.,2022-05-21 21:39:40,gun violence,0,0,0,0,0
"that weekend more people were shot to death in chicago, and buffalo was only one of 5 mass shootings. if you truly want to protect children from gun violence you wouldnt cherry pick the one incident that fits your political narrative.",2022-05-21 21:38:00,gun violence,0,0,0,0,0
"we must take action to address the gun violence epidemic. my opponent michelle steel has failed to address the issue head on and even boasts her nra endorsement, @jfchen steel opposes universal background checks & violence against women act too! elect jay chen in #ca45",2022-05-21 21:32:54,gun violence,0,19,21,0,0
"biden fuels russiaukraine war w/ $40b raid on treasury as millions in health crisis, wage freeze, inflation, misogynist attack on womens right to choose & unending white supremacist gun violence. us rules based order! canadas greatest ally!",2022-05-21 21:31:55,gun violence,0,0,3,0,0
"paul pacelli wonders why some obvious warning signs were missed leading up to the deadly mass shooting at a buffalo, new york grocery store",2022-05-21 21:30:05,gun violence,0,0,0,0,0
mayor swag get your own house in order! covid and gun violence your legacy.,2022-05-21 21:29:53,gun violence,0,0,0,0,0
not in the same boat black and brown folks 20 times more likely to be victims of gun violence. @momsdemand we know this.,2022-05-21 21:29:20,gun violence,0,0,2,0,0
yeah. and just wait until they declare gun violence a pandemic! thatll be their way to go around the 2nd amendment.,2022-05-21 21:28:55,gun violence,0,0,6,0,0
"first off, youre the one that brought up other countries first and attempted to make a correlation that i debunked. second, i know exactly how to reduce gun violence. access to mental healthcare and eliminating peoples socioeconomic problems will lower all violence.",2022-05-21 21:28:12,gun violence,0,0,0,0,0
second time this week noticing women being suspected of using a gun to murder someone. have we reached a new level of gun violence where more women are emboldened?,2022-05-21 21:27:15,gun violence,0,0,0,0,0
is #gunviolence a bad thing? what your theory of how to reduce gun violence?,2022-05-21 21:26:55,gun violence,0,0,0,0,0
"that is a very narrow truth. gun control can curb gun violence, especially mass shootings. what youre saying is if new laws arent perfect, then theyd just get in the way of your new toy for christmas. just be honest. you have other concerns.",2022-05-21 21:23:52,gun violence,0,0,3,0,0
"based on the number of gun deaths per capita 2019 alone, states with the most gun violence are: alaska  24.4 mississipi 24.2 wyoming  22.3 new mexico  22.3 alabama  22.2 lousiana  22.1 missouri  20.6 south carolina  19.9 arkansas  19.3 montana  19.3 dept. of justice",2022-05-21 21:22:23,gun violence,0,1,5,0,0
you know joe manchin was a senator when it happened at parkland and i still dont see you all calling him out on anything regarding gun violence as well as marco rubio!,2022-05-21 21:21:46,gun violence,0,2,4,0,0
this gave me chills and so much pride in our president but also so much sadness that we havent done anything concrete to solve the real issue of gun violence.,2022-05-21 21:21:25,gun violence,0,0,0,0,0
end gun violence.,2022-05-21 21:20:27,gun violence,0,0,0,0,0
this waste may be worse than deblasio cant stop gun violence in the city and he thinks he can run the country. go back to patrolling the subways,2022-05-21 21:20:15,gun violence,0,0,0,0,0
"just another reminder to my neighbors in lancaster and york congressional district #pa11 represented by @repsmucker that he voted in favor of higher drug prices, more gun violence, and against democracy. #neverforgetjanuary6th #fascist",2022-05-21 21:20:01,gun violence,0,0,0,0,0
"and yes gun violence is bound to happen. the main point is to reduce it. if peoples argument against regulations like this is that its still gonna happen (despite being lesser than before), then their unreasonable desire for a all or nothing utopia is whats holding us back.",2022-05-21 21:18:33,gun violence,1,0,0,0,0
yet that doesnt mean itll stop homicide rates or mass violence. nor does regulation mean any gun violence will end. as i said the vast majority of gun violence in the us occurs with illegal guns. laws dont stop violence. stopping violence at its core is needed.,2022-05-21 21:18:25,gun violence,1,0,0,0,0
"why do you keep bringing up other countries where guns arent an issue, instead of addressing the us where guns are obviously an issue? stop comparing other countries and start thinking about how gun violence can be reduced in the us.",2022-05-21 21:18:02,gun violence,1,0,0,0,0
"in the face of gun violence and crisis, we are so grateful to have strong support and leadership on long island. thank you to our outstanding honorees dr. jeffrey ostreicher and dr. nina agrawal of the nys gun safety committee of the american association of pediatrics.",2022-05-21 21:17:39,gun violence,3,0,4,0,0
this is like the coalition to stop gun violence auctioning off an ak47,2022-05-21 21:14:31,gun violence,0,0,1,0,0
"i often wonder about a demonstration at the capitol or on the mall, where every american whos lost someone to gun violence meet. theyd come from all over the country, and even the world. show the reality. :broken_heart:",2022-05-21 21:13:10,gun violence,0,1,10,0,0
"gop answer to gun violence is more guns gop answer to wealth inequality is give the rich more money gop answer to childhood poverty is increase domestic supply of infants gop answer to climate crises is drill baby, drill! see the problem?",2022-05-21 21:11:40,gun violence,11,82,302,2,0
"and i did address it, i said its irrelevant what countries regulate guns better. the facts are, guns are highly available in the us, there is a lot of gun violence, the easiest solution is to regulate guns better.",2022-05-21 21:10:16,gun violence,1,0,0,0,0
"i swear if any of yall hurt this man before the season (or at all gun violence is bad, but as it stands hes like our second best defensive player rn)",2022-05-21 21:08:18,gun violence,0,0,0,0,0
exactly. lots of abuse caused by their priests and still going i dont see the church talking about gun violence and those who died because of it!!!,2022-05-21 21:08:11,gun violence,0,0,0,0,0
"yafinceio harris and michael wilder first came to know each other as mortal enemies now, theyre working together and with various organizations across kalamazoo, michigan to reduce rising gun violence in the city. from chris killian and @benlando:",2022-05-21 21:08:00,gun violence,1,2,1,0,0
news report: cairny development manager majed behaibih at buffalo rally against racism and gun violence #buffalo #racism #islamophobia #gunviolence #terrorism,2022-05-21 21:05:31,gun violence,0,0,0,0,0
"@glennyoungkin the gun violence,racism,stench,darkness, venom, hatred,bigotry and lies shall be relieved!!! it aint that hard to love!! brotheranthonyxavierbrown1@gmail.com",2022-05-21 21:05:06,gun violence,0,0,0,0,0
"in 2022, up until today, there were total 16,684 deaths due to gun violence in us. source:",2022-05-21 21:05:04,gun violence,0,3,2,0,0
we agree. there shouldnt be guns in schools! gov. cooper requested more than $38 million in next years budget to support violence education programs and other safety measures. lets keep our schools safe! #ncps #ncpublicschoos #schoolsafety,2022-05-21 21:05:02,gun violence,0,0,0,0,0
"alaska high gun death rate is caused by suicide. while tragic, thats not gun violence. its a sad side effect of living half your life without sunlight. you never addressed switzerland with a massive gun ownership but literally 0 gun deaths.",2022-05-21 21:04:43,gun violence,2,0,0,0,0
"yep, liberals are notoriously racist and exploit poc. and gun violence is most prevalent in liberal infested cities like chicago sand detroit. you are violent creatures as evidenced by your riots and killing 900,000 unborn every year.",2022-05-21 21:04:07,gun violence,0,0,0,0,0
why dont she protect the citizens from the gun violence,2022-05-21 21:03:14,gun violence,0,0,0,0,0
he wore that gun violence jacket to the met /s,2022-05-21 21:02:01,gun violence,0,0,0,0,0
you guys are sad. no other country in the world suffers gun violence like yours. none. you have more guns than people!? (390 million!) its why the rest of the world sees you as deluded & violent. freedom to die.,2022-05-21 20:59:28,gun violence,0,0,0,0,0
please follow our nonprofit that helps survivors of gun violence cope after the bullets stop flying.,2022-05-21 20:58:17,gun violence,1,11,17,0,0
he lost both his baby mamas to gun violence that shit just blows my mind every time i see this movie.,2022-05-21 20:57:40,gun violence,0,0,0,0,0
"lets see... sweden, considered as europes worst gun violence country had as many homicides annually as...austin. :clown_face:",2022-05-21 20:57:16,gun violence,1,0,0,0,0
gun violence is usually done with guns yes,2022-05-21 20:54:04,gun violence,1,0,1,0,0
"is it? the most gun violence in the country exists where there are the absolute strictest gun laws. most gun crime happens with illegal guns. what would more laws do? make those same guns more illegal, thats it.",2022-05-21 20:54:04,gun violence,1,0,0,0,0
its amazing we push for gun control instead of harsh punishment for the mass shooters or gun violence. we cant clean up every gun on the streets who do you think gets to keep theirs?!!,2022-05-21 20:54:04,gun violence,0,0,1,0,0
"thank god greene has no apparent chance of becoming president:double_exclamation_mark: greene is not only wrong about almost everything she says, shes loud & obnoxious about it too. if greene ever becomes potus, america will have more division, more racism & more gun violence than even under trump!",2022-05-21 20:52:03,gun violence,0,0,0,0,0
thousands of dead children dead to gun violence doesnt disappoint you? or the war crimes in the ukraine?,2022-05-21 20:50:41,gun violence,0,0,0,0,0
"if your quest is really about saving kids, then you need to be a gun violence advocate. more kids have died in the last week over gun violence than have ever detransitioned. but we have already decided the actions of a few dont determine legislative policy",2022-05-21 20:50:03,gun violence,0,0,1,0,0
also the popularity of gta makes it even more recognizable. even if that popularity is sometimes tainted by bs politicians trying to pin real world gun violence on violent games (like gta) instead of looking at their own gun laws & the state of mental health.,2022-05-21 20:46:47,gun violence,0,0,2,0,0
do you actually believe regulating guns more wont reduce gun violence? that is absurd. why other countries can function better with guns is irrelevant. refusing to believe that stricter gun laws wont reduce gun violence is delusional.,2022-05-21 20:46:16,gun violence,1,0,0,0,0
"survivors do not want to stay silent or retreat. we want to turn pain into purpose & go beyond an incremental approach that is satisfied with gun violence policy marked by small steps, reaching only for lowhanging fruit.",2022-05-21 20:44:57,gun violence,1,14,19,1,0
"greatest number of covid deaths, deaths from gun violence, highest incarceration rate, largest war budgetmore than the next 10 countries combined, most medical debt and student debt. and our life expectancy is going down.",2022-05-21 20:44:53,gun violence,0,1,6,0,0
"as for national coverage, look no further than the the past coverage of the crack epidemic vs. current coverage of the fentanyl epidemic. the tone of the coverage is just as segregated as this country. the same is true of how gun violence is covered.",2022-05-21 20:44:02,gun violence,0,0,1,0,0
"i was shot, i lived. my best friend dominic blackwell was shot and he died. all at a place we were supposed to be safe. high school. 11/14/2019 i will forever fight for him and all our friends, kids, family members, community members lost to preventable gun violence! #saugushigh",2022-05-21 20:43:37,gun violence,6,29,349,4,0
"in the wake of a series of tragedies driven by gun violence, president @billclinton has called for action that goes beyond thoughts and prayers. listen:",2022-05-21 20:41:38,gun violence,5,17,40,1,0
"i think weve briefly moved into white supremacy / gun violence, then back over infectious disease (monkey pox). we should swing back over the racial divide shortly.",2022-05-21 20:41:28,gun violence,0,0,0,0,0
@benebarbosa_mvb o que esse gun violence archive?,2022-05-21 20:39:42,gun violence,0,0,0,0,0
you dont care about price gouging..just like you dont care about ending gun violence..you need scapegoats to raise $$$,2022-05-21 20:39:38,gun violence,0,0,0,0,0
"why are u using chicago as a blunt against racist/cultural/political violence? thats a tactic used by conservatives. people are dying, but it seems chicago is used to silence any response to gun violence. even the violence done by a heavily armed and announced race warrior.",2022-05-21 20:37:56,gun violence,0,0,0,0,0
not supported by facts. lots of clear linkages between gun policies and gun violence. thats like saying a speed limit doesnt affect how dangerous a street is.,2022-05-21 20:36:18,gun violence,0,0,13,0,0
"@archcordileone @speakerpelosi be strong nancy. these r sick people who ignore gun violence,lick trumps boots, cover up predator clergy & want to impress with clown hat and stick! either tell them to go f themselves or if u still need religion, become an episcopalian.",2022-05-21 20:31:35,gun violence,0,0,0,0,0
because the law allow it! we can see the result of our using criminal behaviour to justify our do nothing attitude towards gun control! is it only us that have criminals and why are we not having prevalence of gun violence in other countries?,2022-05-21 20:31:01,gun violence,1,0,0,0,0
"heart disease kills 650,000 americans every year, but yet we dont talk about it. it doesnt make front page news even though it kills way more than gun violence.",2022-05-21 20:29:06,gun violence,0,0,2,0,0
"1 million covid19 deaths. 10 killed in a racist shooting at a grocery store, among thousands lost to gun violence. is mass death now acceptable in america?",2022-05-21 20:28:05,gun violence,3,0,1,0,0
"good to be together with other democrats at the #nc11 convention! proud to see lots of great resolutions today to improve healthcare access, reduce gun violence, and support the lgbtq+ community. #ncpol",2022-05-21 20:24:43,gun violence,0,0,5,0,0
great read with some good history about deep ellum in it.,2022-05-21 20:24:22,gun violence,0,0,0,0,0
when are they going to learn that cops dont prevent gun violence? they come after the fact.,2022-05-21 20:23:54,gun violence,0,0,0,0,0
"anyway you wanna get back on topic, so countries with high populations do it. i know youll just foam from the mouth and hell communist but when it comes to gun violence china is a 1000x better. thats the topic gun violence, the red scare is not.",2022-05-21 20:22:15,gun violence,0,0,0,0,0
"@ja_elliott i understand the frustration with gun violence. the shooters in canadian cities arent legal gun owners, so legislation wont impact them. lets consider sex offenders(aka scum) when on a registry, i doesnt stop them from reoffending. its just a tracking tool,",2022-05-21 20:21:51,gun violence,0,0,1,0,0
"but yet they want more gun violence laws, consistently, whenever theres a mass shooting by some deranged person. whats the point? really tired of 2nd amendment attacks on good, responsible citizens while at the same time, examples like this are out there. classic.",2022-05-21 20:20:41,gun violence,0,0,0,0,0
":yawning_face: ill do one better, how about a bill for vaccine injuries? ....how about stop spreading lies. criminals dont follow laws ! gun violence comes from criminals,not legal gun owners.",2022-05-21 20:19:34,gun violence,0,0,1,0,0
"i wonder if joe biden will visit chicago since there was a mass shooting on thursday. 9 people shot, 2 fatally. maybe this is not worth his time! it wasnt called a mass shooting but just gun violence! im sure if the shooter was white he would be on his way. does he care?",2022-05-21 20:17:14,gun violence,0,0,0,0,0
"bad enough were not number 1 in everything, but i can not believe were number 2 in gun violence. weve got some work to do....",2022-05-21 20:15:46,gun violence,0,0,0,0,0
"sure, but we have a lot less gun violence than other countries (read: usa) that allow them indiscriminately.",2022-05-21 20:14:45,gun violence,1,0,1,0,0
"#socialdeterminantsofhealth: the conditions in which people live, learn, work, and play that impact their health and quality of life. gun violence strongly impacts a communitys living, learning, working, and playing conditions. #endgunviolence",2022-05-21 20:14:06,gun violence,0,0,0,0,0
"how many drunk drivers buy their alcohol legally and kill far more people than all gun violence combined by drunk driving, but its never the cars fault i dont think i have ever heard the term assault mazda or assault ford maybe assault tesla?? why not??",2022-05-21 20:12:54,gun violence,1,0,1,0,0
"if republicans in states that are outlawing abortions really cared about protecting unborn fetuses, they would support bans on gun ownership.",2022-05-21 20:11:42,gun violence,0,0,2,0,0
gun violence is a politically invented term to overcome a dramatic drop in violent crime since the early 90s despite far more guns and lawful concealed carriers. violent crime and suicide are unrelated and must be addressed differently.,2022-05-21 20:09:59,gun violence,0,0,1,0,0
"road deaths increased last year but if you look at deaths per mile,they actually decreased, which the shoe co.s dont want to talk about.same with gun violence: yes, deaths are higher in the u.s. but if you look at deaths per bullet fired,they are comparable with other countries",2022-05-21 20:09:07,gun violence,0,6,5,0,0
wow. both abortions and gun violence are unrelated and totally absurd comparisons. :zany_face::backhand_index_pointing_up:,2022-05-21 20:07:29,gun violence,0,0,1,0,0
"hard truths: gun control doesnt stop gun violence. criminals do not obey the laws we already have, new laws wont change that.",2022-05-21 20:06:01,gun violence,38,21,253,1,0
in america  gun violence has to do with everything except guns. this is why it doesnt stop. and wont stop.,2022-05-21 20:05:56,gun violence,0,1,1,0,0
what a joke!!! adams is a legend only in his own mind!!! he cant even get going to end the gun violence just like his gangster met gala jacket declared!!! lolololololol!!! vote no to any run by adams for anything!!!!!!,2022-05-21 20:04:57,gun violence,0,0,0,0,0
"the us has the largest rate of civilianheld firearms 120 for every 100 residents. yemen, in second place, has 53 for every 100 residents. we are living in a dystopian society where firearms outnumber its people. via @phillyinquirer",2022-05-21 20:04:24,gun violence,0,10,10,0,0
":raised_hand_mediumdark_skin_tone: by the way, has the sf archbishop stepped up and denounced gun violence or white supremacy lately or is he only interested in attacking @speakerpelosi the nations first and only female speaker of the house for being prochoice catholic?",2022-05-21 20:04:07,gun violence,0,0,0,0,0
stacie is out of tn. young dolph was a popular rap who died to gun violence in the state. outside organizations like this help young people provide for their future and motivates positive behavior. help us by donating today.,2022-05-21 20:03:05,gun violence,0,0,1,0,0
this is the most ridiculous campaign. why would you try to ban something that is already illegal? gun violence and shootings are result of illegal handguns anyways. you know where they are coming from in the us. stop pushing all smokes and mirrors crap!,2022-05-21 20:01:35,gun violence,2,1,14,0,0
.@realcedricdark and other experts discuss gun violence through a public health lens. #gunviolence,2022-05-21 20:00:06,gun violence,0,1,1,0,0
"is gun violence the end of deep ellum as we know it, or all part of the areas century old mystique? @tpain @dpdchiefgarcia",2022-05-21 20:00:03,gun violence,0,0,1,0,0
"sd4gvp is proud to name cody petterson as a gun violence prevention candidate. to find out more about cody petterson and his campaign for san diego unified school board, district c, visit @theguessworker #codypetterson #gunsafetycandidate #vote2022",2022-05-21 20:00:02,gun violence,0,0,1,0,0
"it feels like americans are prepared to tolerate gun violence to @ianbremmer. the us got closest to gun reform after the newtown shootings in ct, which moved the needle in dc  but within months, it was clear reform wasnt happening. world #in60seconds",2022-05-21 20:00:01,gun violence,2,1,5,0,0
"in an effort to curb gun violence, harris county officials last spring launched a gunfire detection system called shotspotter in east aldine. but the system has sparked major controversy on the local and national level.",2022-05-21 19:59:05,gun violence,0,0,1,0,0
these arent the only solutions. we also must listen to the communities most impacted by gun violence black and latinx communities and follow their lead. #disarmhate,2022-05-21 19:57:35,gun violence,20,8,18,0,0
"according to npr. org and the gun violence archive, america has already seen 198 mass shootings in 2022, with other sources citing 200+. thats approx ten a week ... classist, racist, forprofit public health institutions are the smoking gun. the rest of us are being triggered.",2022-05-21 19:57:05,gun violence,1,2,2,0,0
i may have misspoke but it was always about gun violence in this thread lol. an epidemic of mass shootings is 100% the result of guns being widely available,2022-05-21 19:55:22,gun violence,1,0,0,0,0
"our partnership against gun violence. support stacie payne and her justice for cameron org in honor of her late son who died to violence. with her org, scholarships go to youth doing good in their community. donate $10 or more:backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down:",2022-05-21 19:54:11,gun violence,1,3,4,0,0
this graphic of the huge difference between the usa and other countries has been the same for the past 30+ years. yet nothing has been done at the federal level regardless of which party is in power. the overwhelming message is that america is comfortable with its gun violence.,2022-05-21 19:53:10,gun violence,0,0,0,0,0
tim alexander @talexander_nj02 is a leader focused on leadership running for congress #nj02. issues ~gun violence ~social justice & civil rights ~womens rights ~protecting our democracy ~health care ~jobs & the economy ~lgbtq+ advocacy #resistanceunited,2022-05-21 19:51:30,gun violence,2,32,31,0,0
"for those enjoying the outcome of this evening and for those not, may we all be unified in knowing that we live in country which will not be rocked by war, gun violence, military coups or such as our a government changes. i continue to think of those for whom this is not true.",2022-05-21 19:49:44,gun violence,0,0,17,0,0
this man is a politician he cannot be trusted he lies about everything he is like a mini hitler / trudeau . he is turning surrey in to mexico with the drugs and gun violence . time to remove this scam artist,2022-05-21 19:48:27,gun violence,0,0,0,0,0
"kamryn riley, a young survivor of gun violence, was greeted friday with heroic birthday gifts donated from local first responders. he was dressed perfectly for the occasion.",2022-05-21 19:48:04,gun violence,0,0,2,0,0
"jerome emanual, afcus community development dir speaking out against gun violence and white supremacy in the empire state along with others in elmira, ny this week. we ask our community to join us in continuing to fight against all forms of hate. #buffalo #strongertogether",2022-05-21 19:46:40,gun violence,0,0,1,0,0
"only 39% of americans approve of president joe bidens performance. the results of a new poll reflect the countrys frustration with inflation, gun violence, the baby formula shortage, and the pandemic.",2022-05-21 19:45:17,gun violence,14,4,29,0,0
"stop the gangs, and the gun violence will dramatically decrease. its really not hard to understand",2022-05-21 19:44:20,gun violence,0,0,5,0,0
"republicans think about other folks having sex too much. im sure there are other things to think about, such as: climate change, bldg the infrastructure, eliminating poverty, racial/gender equality, health care, gun violence. just a thought.",2022-05-21 19:43:33,gun violence,0,0,0,0,0
an @ontliberal government will take handguns from law abiding citizens across the province. this will do nothing to curb gun violence and will ensure more brazen carjackings at gunpoint because criminals dont surrender their illegal firearms. liberal logic. #thechoiceisyours,2022-05-21 19:42:41,gun violence,0,4,25,0,0
that they are for life and protect life but in reality they are the very definition of hypocrisy gun violence within this country and very definition of hypocrisy in this country & the white house and:down_arrow:,2022-05-21 19:40:50,gun violence,2,0,1,0,0
"if you paid attention to elite politicians lack of response to increasing gun violence for decades, while millions have died, you wouldnt post this. what gun safety bills have passed? ds gave up on the issue in the 90s. we have frequent massacres. whats been done?",2022-05-21 19:40:28,gun violence,1,0,0,0,0
mass shootings in 2022 | gun violence archive,2022-05-21 19:39:45,gun violence,0,0,0,0,0
how will banning handguns curb the gun violence committed by illegally owned guns.,2022-05-21 19:39:03,gun violence,0,0,2,0,0
are you kidding me? have you seen the gun violence in portland numbers lately? thats based on democratic leadership!,2022-05-21 19:38:49,gun violence,0,0,0,0,0
how is gun control gun violence prevention?,2022-05-21 19:37:30,gun violence,0,0,14,0,0
its devastating how little we do to curb gun violence.,2022-05-21 19:37:16,gun violence,0,0,3,0,0
"#video  @cairnewyork, along with the imam council of western new york and other community leaders, held a solidarity rally at tops market in #buffalo, n.y., in response to the #buffaloterroristattack",2022-05-21 19:37:09,gun violence,0,3,5,0,0
so now youre pushing back the goal posts. earlier it was high murder rates and gun violence. now its only gun violence.,2022-05-21 19:35:26,gun violence,1,0,0,0,0
":warning: blood content , gun violence , gunshoot :warning:",2022-05-21 19:32:58,gun violence,31,113,1339,101,0
"like where tf can you live anymore if the place dont got gun violence they got hurricanes , if they dont got hurricanes they got the kkk",2022-05-21 19:32:20,gun violence,0,0,0,0,0
"grand standing again @gregabbott_tx @johncornyn @sentedcruz @gop @repdancrenshaw stealing baby formula from starving babies. fix power gridstop gun violence, oil companies overpricing. u voted against womans rights, jan6 going to give you up!! stop blaming your failures @potus",2022-05-21 19:32:06,gun violence,0,0,0,0,0
share of black americans saying each is a major threat to black people in america today: 86% racism 85% gun violence 84% police brutality 82% the criminal justice system 76% cost of health care 73% restrictions on voting rights,2022-05-21 19:29:54,gun violence,1,16,20,2,0
never a word about gun manufacturers as black on black gun violence has been rampant for the past 1/2 century.,2022-05-21 19:28:20,gun violence,0,0,0,0,0
get lost. gun laws dont stop gun violence.,2022-05-21 19:26:53,gun violence,0,0,8,0,0
"kamala gravel, billionaire from in  for the people in her first 100 days in office, kamala will: 1. increase gun violence 2. fight for climate change 3. decriminalize marijuana",2022-05-21 19:26:27,gun violence,0,0,0,0,0
guess because its not gun violence theres less prosecutorial zeal. and why is are the other perpetrators awaiting trial 3 years later. american justice system needs a complete overhaul.,2022-05-21 19:25:41,gun violence,0,0,1,0,0
are you going to ban pharmaceutical in the province also. there are a lot more deaths from overdoses than gun violence! or is #bigpharma filling the @liberal_party @ontliberal pockets?,2022-05-21 19:25:24,gun violence,0,0,0,0,0
"#video  @cairnewyork, community leaders hold #buffalo rally against #racism and gun violence @theahmedmohamed",2022-05-21 19:23:35,gun violence,0,6,6,0,0
all attacks need to stop but where is the same outrage and fear for all the gun violence and mass shootings that are happening in the inner cities and tied to gang violence? far more prevalent & common but yet so much less coverage. doesnt seem to fit the narrative to divide,2022-05-21 19:21:44,gun violence,0,0,0,0,0
its a strange feeling but it feels like martial law is gonna be put into place somewhere with all of the gun violence :pensive_face:,2022-05-21 19:21:33,gun violence,0,0,0,0,0
this is what you get when politicians dont read anything on gun crime and are peddling false information in the hope to buy votes. @stevendelduca and @ontliberal know nothing of the gun violence issue.,2022-05-21 19:21:07,gun violence,0,0,0,0,0
despicable people promote gun violence to make money. the devil has your soul. your day of judgment is so close.,2022-05-21 19:20:50,gun violence,0,0,0,0,0
":warning: murder attempt , blood content , violence , kidnapping , gun violence , harshword :warning:",2022-05-21 19:20:37,gun violence,9,23,941,31,0
"after mass shootings killed people grocery shopping last weekend, the nation marked a milestone of 1 million deaths from covid. this number is now an irreversible reality in the usjust like the persistent reality of gun violence that kills tens of thousands of people every year.",2022-05-21 19:17:34,gun violence,0,0,0,0,0
stop talking please.there isnt a tv camera or a microphone you dont love.stop talking about gun violence and do something about it like addressing the young black men who are doing this.they are not the only people doing this but they are certainly the majority.,2022-05-21 19:17:05,gun violence,0,0,1,0,0
"it would help to understand that a large part of our population is not worried about covid and extremely worried about the economy. personally, the political climate in this country and the gun violence scare me more than any virus ever will. i got all 4 shots but most wont.",2022-05-21 19:16:55,gun violence,0,0,0,0,0
and 2nd amendment protections. children are 16 to 1 more likely to be aborted then killed from a bullet. let that sink in. look up gun violence and abortion statistics on government websites to prove this. i have. youre being lied to and mislead.,2022-05-21 19:15:37,gun violence,0,0,0,0,0
"an @ontliberal government will ban handguns across the province. while the ford conservatives do nothing to curb gun violence and brazen carjackings at gunpoint, liberals will take steps to make communities safer. details: #thechoiceisyours #onpoli",2022-05-21 19:14:48,gun violence,510,214,494,2,0
"gun controlled, nuke uk, china gun controlled, no nuke singapore, south korea, indonesia, iceland, romania, norway, japan gun uncontrolled, nuke us gun uncontrolled, no nuke most countries where do france, russia, india, pakistan and north korea fit ?",2022-05-21 19:09:42,gun violence,0,0,0,0,0
"more people die of parkinsons than gun violence, and that is a fairly rare disease. show some perspective.",2022-05-21 19:07:10,gun violence,7,0,5,0,0
"quite honestly, im over gun violence. and its quite apparent that americans are too stupid and evil for guns to be as accessible as they are.",2022-05-21 19:06:19,gun violence,1,0,2,0,0
is this the same explanation youd give for the chicago epidemic it gun violence,2022-05-21 19:04:25,gun violence,0,0,1,0,0
"more gun violence in a gun free zone. 9 shot, 2 fatally, in outrageous act of violence outside a mcdonalds",2022-05-21 19:03:36,gun violence,0,0,0,0,0
gun violence? they are really scared about the 2nd amendment! find any incident to shift blame from themselves and use it to crush any opposition! remember 1/6!,2022-05-21 19:01:18,gun violence,0,0,0,0,0
"on @middaywypr with the mayor, baltimore mayor brandon scott joined tom hall to discuss an ethics controversy involving city council president nick mosby, new city initiatives on smart policing, allocating federal funds to help curb gun violence, and more.",2022-05-21 19:00:06,gun violence,0,1,1,0,0
"new day, more gun violence, zero change.",2022-05-21 18:59:29,gun violence,1,0,1,0,0
you literally stan jlo the biggest known thief in the industry. she stole +16 songs she stole tv showss she stole movies and went to jail for gun violence triple threat in stealing in every industry plus going to jail for gun violence. id happily do it bestie,2022-05-21 18:59:26,gun violence,0,1,4,0,0
"otherwise, we will continue to fail kat, and every victim of racism and gun violence. the conversation has to start.",2022-05-21 18:57:10,gun violence,0,0,0,0,0
"rev. peter cook is speaking out about the devastating connection between christianity and gun usage after the shooting in buffalo, new york.",2022-05-21 18:55:33,gun violence,0,0,0,1,0
"what are you talking about? i guess you dont care about the 11 year old baby murdered. slow your role copwatch, your looking like clowns here, show some respect for the victims of gun violence.",2022-05-21 18:52:18,gun violence,0,0,0,0,0
waiting for that narcisstic fraud @fred_guttenberg to call this a travesty and part of what leads to more gun violence. i know hell stay silent because hes a fraud.,2022-05-21 18:51:05,gun violence,0,0,0,0,0
"does the flyer mention that over 36,000 georgians have died from covid under his watch and countless others to gun violence?",2022-05-21 18:50:38,gun violence,0,0,0,0,0
